,item,cate,sub-category,price,rank,url,image,absorbency-good,accessory-bag,accessory-boots,accessory-heel,accessory-necklace,accessory-platshoes,accessory-sandal,accessory-shoes,accessory-slipper,chic-look,color-beige,color-black,color-blue,color-brown,color-dark,color-gold,color-gray,color-green,color-ivory,color-khaki,color-lavender,color-mint,color-navy,color-orange,color-pastel,color-pink,color-purple,color-red,color-silver,color-skyblue,color-vivid,color-white,color-yellow,delivery-good,design-boot,design-button,design-collarneck,design-crop,design-good,design-henryneck,design-opening,design-raglan,design-ripped,design-roundneck,design-shirring,design-straight,design-turtleneck,design-uneck,design-vneck,design-wide,fabric-cotton,fabric-denim,fabric-fur,fabric-lace,fabric-leather,fabric-linen,fabric-mesh,fabric-modal,fabric-opaque,fabric-quality,fabric-ribbed,fabric-silk,fabric-synthetic,fabric-thermal,fabric-thick,fabric-thin,fabric-velvet,fabric-wrinkle,finish-quality,formal-good,gender-men,gender-women,informal-good,length-good,length-long,length-short,match-down-cottonpt,match-down-denimpt,match-down-joggerpt,match-down-leggings,match-down-maxisk,match-down-minisk,match-down-onepiece,match-down-pants,match-down-shorts,match-down-skirt,match-down-slacks,match-gen,match-up-cardigan,match-up-coat,match-up-denimjk,match-up-fleecejk,match-up-hood,match-up-hoodzipup,match-up-jacket,match-up-knit,match-up-l-padding,match-up-leatherjk,match-up-mtm,match-up-mustang,match-up-outer,match-up-padding,match-up-paddingvt,match-up-pk-tshirt,match-up-s-padding,match-up-seasonsct,match-up-shirt,match-up-sleeveless,match-up-suit,match-up-trainingjk,match-up-truckerjk,match-up-tshirt,match-up-vest,pattern-check,pattern-dot,pattern-good,pattern-military,pattern-plain,pattern-printing,pattern-stripe,pattern-tiedye,portability-good,price-good,size-good,size-large,size-small,sleeves-long,sleeves-short,slim-look,sportive-look,sports-good,stretch-good,thickness-good,trend-look,trip-good,vivid-look,waterproof-good,woman-age-0s,woman-age-10s,woman-age-2030s,woman-age-4050s,young-look
0,id-1-1,PANTS,JOGGERPT,79900,84736,https://store.musinsa.com/app/goods/883004,https://image.msscdn.net/images/goods_img/20181016/883004/883004_6_500.jpg,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,1,0,0,0,0,63,0,0,0,0,0,1,0,0,0,0,0,24,0,4,0,0,0,0,0,1,70,0,1,2,215,476,256,0,0,114,24,3,13,813,203,370,117,0,0,0,3,0,0,0,10,0,0,1,122,0,0,0,0,6,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,6,0,0,0,51,423,587,167,0,0,2,0,1,93,53,9,0,0,0,7,7,14,3,0
1,id-1-2,PANTS,SLACKS,32900,28582,https://store.musinsa.com/app/goods/1595815,https://image.msscdn.net/images/goods_img/20200910/1595815/1595815_3_500.jpg,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,10,47,28,0,1,50,13,0,1,111,29,16,13,0,0,0,0,0,0,0,2,0,0,7,29,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,97,93,25,0,0,1,0,0,28,5,3,0,0,0,0,1,3,0,0
2,id-1-3,PANTS,DENIMPT,36400,34568,https://store.musinsa.com/app/goods/1164854,https://image.msscdn.net/images/goods_img/20190924/1164854/1164854_2_500.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,5,0,0,0,5,49,25,0,0,18,4,2,2,63,36,72,11,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,90,107,30,0,0,1,0,0,0,4,3,0,0,0,0,1,3,1,0
3,id-1-4,PANTS,SLACKS,32900,48455,https://store.musinsa.com/app/goods/1596414,https://image.msscdn.net/images/goods_img/20200911/1596414/1596414_3_500.jpg,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,17,0,0,0,17,51,33,0,0,52,8,0,1,110,23,43,20,0,0,0,0,0,0,0,1,0,0,2,17,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,79,111,25,0,0,1,0,0,16,12,2,0,0,0,1,1,3,0,0
4,id-1-5,PANTS,JOGGERPT,28690,12446,https://store.musinsa.com/app/goods/1173648,https://image.msscdn.net/images/goods_img/20191001/1173648/1173648_2_500.jpg,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,40,97,19,0,0,41,3,1,0,94,22,18,25,0,0,0,0,0,0,0,1,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,0,0,0,6,84,65,16,0,0,0,0,0,17,15,1,0,0,0,1,5,3,2,0
5,id-1-6,PANTS,SLACKS,29900,10594,https://store.musinsa.com/app/goods/801976,https://image.msscdn.net/images/goods_img/20180615/801976/801976_1_500.jpg,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,12,21,110,0,1,8,4,0,0,200,43,20,46,0,0,0,0,0,0,0,1,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,68,61,20,0,0,0,0,0,13,11,3,0,0,0,0,0,2,0,0
6,id-1-7,PANTS,DENIMPT,35000,6233,https://store.musinsa.com/app/goods/1164863,https://image.msscdn.net/images/goods_img/20190924/1164863/1164863_2_500.jpg,0,0,0,0,0,0,0,1,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,2,18,2,0,0,0,0,0,0,12,0,0,0,47,142,84,0,0,46,5,1,13,208,85,196,40,0,4,0,0,0,0,0,5,0,0,0,31,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,2,2,0,0,0,11,288,351,89,0,0,2,0,0,17,15,14,0,0,0,0,2,2,1,0
7,id-1-8,PANTS,JOGGERPT,22800,4958,https://store.musinsa.com/app/goods/533714,https://image.msscdn.net/images/goods_img/20170405/533714/533714_12_500.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,6,0,0,0,23,27,76,0,0,9,8,0,1,179,31,17,49,0,0,0,1,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10,51,77,15,0,0,0,0,1,5,5,0,0,0,0,1,2,2,0,0
8,id-1-9,PANTS,SLACKS,18800,11871,https://store.musinsa.com/app/goods/1389479,https://image.msscdn.net/images/goods_img/20200408/1389479/1389479_1_500.jpg,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,1,0,4,19,119,0,0,6,5,2,4,166,33,81,12,0,0,0,0,0,0,0,3,0,0,6,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,62,85,22,0,0,0,0,0,3,6,1,0,0,0,2,0,2,1,0
9,id-1-10,PANTS,SPORTWEAR,21900,10149,https://store.musinsa.com/app/goods/1755971,https://image.msscdn.net/images/goods_img/20210120/1755971/1755971_1_500.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,32,0,0,0,0,0,0,0,0,2,0,0,2,2,13,36,0,0,6,2,0,0,148,11,40,8,1,0,0,2,0,0,0,2,1,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,8,28,71,50,0,0,0,0,6,88,2,2,0,0,0,0,1,5,0,0
10,id-1-11,PANTS,JOGGERPT,69900,11839,https://store.musinsa.com/app/goods/1539029,https://image.msscdn.net/images/goods_img/20200806/1539029/1539029_1_500.jpg,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,9,23,30,0,0,5,2,4,1,36,18,58,13,0,0,0,1,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,4,29,127,27,0,0,0,0,0,5,2,6,0,0,0,1,0,2,0,0
11,id-1-12,PANTS,SHORTS,15900,4130,https://store.musinsa.com/app/goods/1432206,https://image.msscdn.net/images/goods_img/20200506/1432206/1432206_3_500.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,1,1,0,0,0,0,0,1,20,0,0,0,1,15,75,0,0,17,2,1,2,175,33,34,128,0,0,0,0,0,0,0,1,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9,36,108,16,0,0,0,0,1,7,5,4,0,0,0,0,1,3,0,0
12,id-1-13,PANTS,COTTONPT,32900,4377,https://store.musinsa.com/app/goods/1374429,https://image.msscdn.net/images/goods_img/20200331/1374429/1374429_2_500.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,4,0,0,0,16,49,30,0,0,14,2,2,0,40,30,79,17,0,0,0,0,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,85,104,30,0,0,0,0,0,4,10,1,0,0,0,1,0,3,0,0
13,id-1-14,PANTS,SLACKS,33900,10726,https://store.musinsa.com/app/goods/1348107,https://image.msscdn.net/images/goods_img/20200312/1348107/1348107_1_500.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,13,0,0,2,6,26,61,0,1,21,4,0,1,69,23,49,16,0,0,0,0,0,0,0,1,0,0,1,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,95,93,42,0,0,0,0,0,13,7,5,0,0,0,1,2,5,0,0
14,id-1-15,PANTS,JOGGERPT,25900,6379,https://store.musinsa.com/app/goods/1324414,https://image.msscdn.net/images/goods_img/20200226/1324414/1324414_3_500.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,11,28,19,0,0,16,2,1,2,85,25,17,11,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,40,85,17,0,0,0,0,0,4,9,0,0,0,0,0,0,1,0,0
15,id-1-16,PANTS,SLACKS,28800,6178,https://store.musinsa.com/app/goods/1088656,https://image.msscdn.net/images/goods_img/20190703/1088656/1088656_12_500.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,2,0,24,26,91,0,0,2,3,1,3,34,18,35,7,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,82,66,38,0,0,0,0,0,4,2,1,0,0,0,0,2,2,1,0
16,id-1-17,PANTS,DENIMPT,41650,6547,https://store.musinsa.com/app/goods/1303095,https://image.msscdn.net/images/goods_img/20200213/1303095/1303095_3_500.jpg,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,7,21,39,0,0,8,0,0,2,131,15,17,14,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,63,59,19,0,1,0,0,0,54,4,1,0,0,0,0,0,1,1,0
17,id-1-18,PANTS,SLACKS,36900,13515,https://store.musinsa.com/app/goods/1600384,https://image.msscdn.net/images/goods_img/20200914/1600384/1600384_1_500.jpg,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,10,0,0,0,7,31,15,0,0,24,4,1,3,36,10,31,11,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,54,71,22,0,0,0,0,0,3,3,1,0,0,0,0,0,1,0,0
18,id-1-19,PANTS,SPORTWEAR,33900,3416,https://store.musinsa.com/app/goods/1347559,https://image.msscdn.net/images/goods_img/20200312/1347559/1347559_5_500.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,32,0,0,6,1,0,0,122,10,11,4,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,20,68,38,0,0,0,0,3,66,1,0,0,0,0,1,0,2,0,0
19,id-1-20,PANTS,SLACKS,33900,5205,https://store.musinsa.com/app/goods/1348088,https://image.msscdn.net/images/goods_img/20200312/1348088/1348088_1_500.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,6,17,45,0,0,13,7,0,1,49,17,16,9,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,75,59,19,0,1,1,0,0,9,1,1,0,0,0,0,0,1,1,0
20,id-1-21,PANTS,DENIMPT,63200,3194,https://store.musinsa.com/app/goods/1737045,https://image.msscdn.net/images/goods_img/20210105/1737045/1737045_6_500.jpg,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,0,9,2,0,0,0,0,0,0,6,0,0,0,16,74,102,0,0,22,2,1,2,159,47,99,34,0,2,0,1,0,0,0,6,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,157,150,66,0,1,0,0,0,69,9,3,0,0,0,0,0,3,0,0
21,id-1-22,PANTS,JOGGERPT,64900,37456,https://store.musinsa.com/app/goods/2025408,https://image.msscdn.net/images/goods_img/20210709/2025408/2025408_1_500.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,7,15,31,0,0,0,1,0,0,66,17,31,17,0,0,1,1,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,5,0,0,0,0,35,53,29,0,0,0,0,0,5,5,1,0,0,0,0,1,1,0,0
22,id-1-23,PANTS,COTTONPT,57800,13421,https://store.musinsa.com/app/goods/1788961,https://image.msscdn.net/images/goods_img/20210209/1788961/1788961_1_500.jpg,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,17,16,0,0,2,1,0,5,7,12,37,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,22,0,0,0,0,33,88,23,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0
23,id-1-24,PANTS,DENIMPT,42700,3411,https://store.musinsa.com/app/goods/959163,https://image.msscdn.net/images/goods_img/20190220/959163/959163_2_500.jpg,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,11,0,0,0,22,49,47,0,0,29,7,1,0,260,63,72,38,0,3,0,0,0,0,0,6,0,0,0,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,8,232,201,154,0,0,4,0,0,123,9,6,0,0,0,2,1,3,2,0
24,id-1-25,PANTS,JOGGERPT,25900,17321,https://store.musinsa.com/app/goods/1805121,https://image.msscdn.net/images/goods_img/20210219/1805121/1805121_3_500.jpg,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,8,0,0,0,1,17,11,0,0,14,3,0,0,25,14,24,3,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,39,11,0,0,0,0,0,2,4,1,0,0,0,0,0,1,1,0
25,id-1-26,PANTS,SHORTS,29900,2612,https://store.musinsa.com/app/goods/1816046,https://image.msscdn.net/images/goods_img/20210225/1816046/1816046_1_500.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,37,0,0,3,0,0,0,41,2,4,27,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,2,12,36,11,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
26,id-1-27,PANTS,JOGGERPT,32160,2708,https://store.musinsa.com/app/goods/1642166,https://image.msscdn.net/images/goods_img/20201010/1642166/1642166_1_500.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,80,35,10,0,0,4,3,1,0,57,12,21,18,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,32,4,0,0,0,0,0,5,4,0,0,0,0,0,0,1,0,0
27,id-1-28,PANTS,SLACKS,28610,2506,https://store.musinsa.com/app/goods/1094434,https://image.msscdn.net/images/goods_img/20190711/1094434/1094434_2_500.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,6,17,32,0,0,4,2,0,1,68,12,30,3,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,58,4,0,0,0,0,0,3,1,0,0,0,0,0,0,2,1,0
28,id-1-29,PANTS,DENIMPT,39000,2705,https://store.musinsa.com/app/goods/1450726,https://image.msscdn.net/images/goods_img/20200518/1450726/1450726_1_500.jpg,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,22,23,0,0,8,1,1,0,38,24,49,17,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,83,92,31,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0
29,id-1-30,PANTS,COTTONPT,32900,3102,https://store.musinsa.com/app/goods/1343749,https://image.msscdn.net/images/goods_img/20200310/1343749/1343749_1_500.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,1,0,0,0,6,0,0,0,8,25,24,0,0,9,4,1,1,32,5,10,8,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,46,11,0,0,0,0,0,1,8,2,0,0,0,0,0,1,0,0
30,id-1-31,PANTS,DENIMPT,37800,2402,https://store.musinsa.com/app/goods/955735,https://image.msscdn.net/images/goods_img/20190215/955735/955735_2_500.jpg,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,28,40,0,0,11,2,0,1,56,29,9,11,0,2,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,73,80,34,1,0,1,0,0,6,6,4,0,0,0,1,0,5,0,0
31,id-1-32,PANTS,SHORTS,39800,7091,https://store.musinsa.com/app/goods/1058699,https://image.msscdn.net/images/goods_img/20190529/1058699/1058699_5_500.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4,0,1,0,0,1,67,0,0,2,1,0,1,53,9,3,11,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,17,14,4,0,4,0,0,1,1,0,0,0,0,1,1,2,1,0,0
32,id-1-33,PANTS,DENIMPT,69000,3280,https://store.musinsa.com/app/goods/1081189,https://image.msscdn.net/images/goods_img/20190624/1081189/1081189_1_500.jpg,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,5,21,30,0,0,12,2,0,1,47,23,44,35,0,0,0,0,0,0,0,5,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,59,51,33,0,0,0,0,0,10,4,2,0,0,0,1,0,3,0,0
33,id-1-34,PANTS,JOGGERPT,47900,3475,https://store.musinsa.com/app/goods/1278954,https://image.msscdn.net/images/goods_img/20200122/1278954/1278954_7_500.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,3,6,32,0,0,5,1,1,5,33,9,15,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,77,15,0,0,0,0,0,10,2,2,0,0,0,0,2,0,1,0
34,id-1-35,PANTS,DENIMPT,55200,26272,https://store.musinsa.com/app/goods/1976079,https://image.msscdn.net/images/goods_img/20210531/1976079/1976079_1_500.jpg,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,18,0,0,3,0,0,0,10,7,46,4,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,53,20,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
